run_id,combo_id,combo_role,feature_ids,feature_dim,model,train_samples,validation_samples,validation_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,validation_weighted_f1,minority_recall_mean,fit_seconds,predict_seconds,total_seconds,model_params,warnings,recall_battery,f1_battery,recall_biological,f1_biological,recall_cardboard,f1_cardboard,recall_clothes,f1_clothes,recall_glass,f1_glass,recall_metal,f1_metal,recall_paper,f1_paper,recall_plastic,f1_plastic,recall_shoes,f1_shoes,recall_trash,f1_trash
S3_04_F3_hog__F6_bof__LinearSVM_SGD,S3_04_F3_hog__F6_bof,one_step_addition,F3_hog+F6_bof,2020,LinearSVM_SGD,8581,1839,0.6003262643,0.5684645574,0.5665673162,0.566809341,0.599098191,0.5199491006,122.369,0.0154,122.3843,"{""alpha"": 0.0003, ""average"": true, ""class_weight"": ""balanced"", ""learning_rate"": ""optimal""}",Maximum number of iteration reached before convergence. Consider increasing max_iter to improve the fit.,0.6814159292,0.6784140969,0.4666666667,0.4711538462,0.5801886792,0.6134663342,0.8626760563,0.8235294118,0.6076923077,0.5928705441,0.3428571429,0.3416370107,0.53,0.5435897436,0.5833333333,0.5679513185,0.599078341,0.6326034063,0.4117647059,0.4028776978
S3_04_F3_hog__F6_bof__DecisionTree,S3_04_F3_hog__F6_bof,one_step_addition,F3_hog+F6_bof,2020,DecisionTree,8581,1839,0.3779227841,0.3629878795,0.3831946275,0.3638124482,0.3810284771,0.446368872,5.1203,0.0048,5.1251,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": 0.6, ""min_samples_leaf"": 10}",,0.4867256637,0.4330708661,0.3523809524,0.2781954887,0.358490566,0.385786802,0.6056338028,0.6243194192,0.2461538462,0.2956120092,0.2857142857,0.2359882006,0.36,0.3730569948,0.2958333333,0.3198198198,0.3410138249,0.37,0.5,0.3222748815
S3_04_F3_hog__F6_bof__RandomForest,S3_04_F3_hog__F6_bof,one_step_addition,F3_hog+F6_bof,2020,RandomForest,8581,1839,0.5976073953,0.6174692249,0.5729873387,0.5761024606,0.590409867,0.5757434537,10.4026,0.05,10.4526,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 260}",,0.7345132743,0.6775510204,0.580952381,0.4765625,0.5896226415,0.6218905473,0.9049295775,0.7603550296,0.5846153846,0.5735849057,0.3285714286,0.4279069767,0.595,0.5384615385,0.4791666667,0.5437352246,0.5207373272,0.5809768638,0.4117647059,0.56
S3_04_F3_hog__F6_bof__XGBoost,S3_04_F3_hog__F6_bof,one_step_addition,F3_hog+F6_bof,2020,XGBoost,8581,1839,0.7030995106,0.7052663736,0.6816214311,0.6903724674,0.7002404252,0.6666918685,240.0568,0.0348,240.0917,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.055, ""max_depth"": 5, ""n_estimators"": 360, ""reg_lambda"": 2.0, ""subsample"": 0.85}",,0.7876106195,0.798206278,0.6095238095,0.6274509804,0.6981132075,0.7098321343,0.926056338,0.8737541528,0.6769230769,0.6616541353,0.4642857143,0.4961832061,0.695,0.6698795181,0.6,0.6260869565,0.7557603687,0.7337807606,0.6029411765,0.7068965517
S3_04_F3_hog__F6_bof__LightGBM,S3_04_F3_hog__F6_bof,one_step_addition,F3_hog+F6_bof,2020,LightGBM,8581,1839,0.7096247961,0.7140855666,0.6856536071,0.6955712796,0.7062128332,0.655665452,199.442,0.2774,199.7194,"{""class_weight"": null, ""colsample_bytree"": 0.75, ""learning_rate"": 0.05, ""max_depth"": -1, ""n_estimators"": 460, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.85}",,0.7787610619,0.7892376682,0.6,0.6237623762,0.6745283019,0.6941747573,0.9295774648,0.8756218905,0.7,0.6678899083,0.4928571429,0.5476190476,0.705,0.6828087167,0.6041666667,0.6430155211,0.7834101382,0.7359307359,0.5882352941,0.6956521739
S3_05_F3_hog__F1_color__F2_texture__LogisticRegression,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,LogisticRegression,8581,1839,0.62697118,0.6098029431,0.6200530608,0.6134032753,0.6295480311,0.6613003313,3.7276,0.0151,3.7427,"{""C"": 0.3, ""class_weight"": ""balanced""}",,0.7168141593,0.6778242678,0.7523809524,0.7214611872,0.6650943396,0.6945812808,0.8098591549,0.8228980322,0.5461538462,0.5612648221,0.4642857143,0.4100946372,0.535,0.5501285347,0.5833333333,0.5894736842,0.6129032258,0.6333333333,0.5147058824,0.472972973
S3_05_F3_hog__F1_color__F2_texture__KNN,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,KNN,8581,1839,0.5715062534,0.5446917858,0.5562743161,0.5437635496,0.5649649013,0.5805313866,0.2222,8.288,8.5101,"{""metric"": ""manhattan"", ""n_neighbors"": 9, ""weights"": ""distance""}",,0.7610619469,0.6825396825,0.4952380952,0.4444444444,0.6509433962,0.6388888889,0.8873239437,0.7887323944,0.4384615385,0.4967320261,0.3428571429,0.367816092,0.555,0.5298329356,0.5041666667,0.5062761506,0.4423963134,0.5423728814,0.4852941176,0.44
S3_05_F3_hog__F1_color__F2_texture__LinearSVM_SGD,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,LinearSVM_SGD,8581,1839,0.6585100598,0.6362537815,0.635355686,0.6342340962,0.6572842776,0.6042595209,168.9741,0.0231,168.9972,"{""alpha"": 0.0003, ""average"": true, ""class_weight"": ""balanced"", ""learning_rate"": ""optimal""}",Maximum number of iteration reached before convergence. Consider increasing max_iter to improve the fit.,0.7256637168,0.7288888889,0.7047619048,0.6981132075,0.7075471698,0.7299270073,0.8873239437,0.8235294118,0.6230769231,0.6254826255,0.5642857143,0.5047923323,0.525,0.56,0.5791666667,0.6004319654,0.6543778802,0.6859903382,0.3823529412,0.3851851852
S3_05_F3_hog__F1_color__F2_texture__DecisionTree,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,DecisionTree,8581,1839,0.4709081022,0.4611402421,0.4877295068,0.4662914512,0.4712518113,0.5889979591,6.001,0.0064,6.0073,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": 0.6, ""min_samples_leaf"": 10}",,0.5398230088,0.4959349593,0.6095238095,0.5059288538,0.4622641509,0.5268817204,0.6126760563,0.6480446927,0.3,0.3545454545,0.3857142857,0.3439490446,0.495,0.4680851064,0.4583333333,0.4435483871,0.3963133641,0.4144578313,0.6176470588,0.4615384615
S3_05_F3_hog__F1_color__F2_texture__RandomForest,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,RandomForest,8581,1839,0.6982055465,0.7073382775,0.6900306412,0.6926117758,0.6933244305,0.7383158573,10.3255,0.2083,10.5338,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 260}",,0.796460177,0.7860262009,0.7714285714,0.7297297297,0.7783018868,0.7638888889,0.9225352113,0.7951441578,0.6961538462,0.69348659,0.4857142857,0.5551020408,0.665,0.6171693735,0.5708333333,0.6255707763,0.5668202765,0.656,0.6470588235,0.704
S3_05_F3_hog__F1_color__F2_texture__XGBoost,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,XGBoost,8581,1839,0.7857531267,0.7866106131,0.7773270958,0.7811248528,0.7849300433,0.8010196409,295.4449,0.0538,295.4988,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.055, ""max_depth"": 5, ""n_estimators"": 360, ""reg_lambda"": 2.0, ""subsample"": 0.85}",,0.8495575221,0.8571428571,0.8476190476,0.8240740741,0.820754717,0.8111888112,0.926056338,0.9195804196,0.7615384615,0.75,0.6142857143,0.6490566038,0.76,0.7562189055,0.7041666667,0.7145877378,0.7834101382,0.7674943567,0.7058823529,0.7619047619
S3_05_F3_hog__F1_color__F2_texture__LightGBM,S3_05_F3_hog__F1_color__F2_texture,adaptive_candidate,F3_hog+F1_color+F2_texture,2833,LightGBM,8581,1839,0.8069603045,0.8104736252,0.7941691624,0.801196805,0.8057788052,0.8005701396,216.1213,0.3762,216.4975,"{""class_weight"": null, ""colsample_bytree"": 0.75, ""learning_rate"": 0.05, ""max_depth"": -1, ""n_estimators"": 460, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.85}",,0.8672566372,0.8828828829,0.8285714286,0.8325358852,0.820754717,0.8226950355,0.9436619718,0.9131175468,0.8,0.7834274953,0.6285714286,0.6692015209,0.78,0.7938931298,0.7375,0.739039666,0.8294930876,0.8071748879,0.7058823529,0.768
S3_06_F3_hog__F1_color__F5_gist__LogisticRegression,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,LogisticRegression,8581,1839,0.6150081566,0.5972039357,0.605830901,0.5998794459,0.6168450266,0.635509366,4.4054,0.0163,4.4217,"{""C"": 0.3, ""class_weight"": ""balanced""}",,0.7433628319,0.7058823529,0.619047619,0.619047619,0.6462264151,0.6901763224,0.823943662,0.8181818182,0.5461538462,0.568,0.4714285714,0.424437299,0.495,0.4987405542,0.5791666667,0.577962578,0.5898617512,0.6095238095,0.5441176471,0.4868421053
S3_06_F3_hog__F1_color__F5_gist__KNN,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,KNN,8581,1839,0.5731375748,0.545692954,0.5515817774,0.5427143637,0.5688666694,0.5561475918,0.2075,8.2552,8.4628,"{""metric"": ""manhattan"", ""n_neighbors"": 9, ""weights"": ""distance""}",,0.6991150442,0.6869565217,0.5428571429,0.4523809524,0.6179245283,0.6313253012,0.8908450704,0.817447496,0.4346153846,0.4902386117,0.3142857143,0.3682008368,0.56,0.5221445221,0.5458333333,0.5198412698,0.4838709677,0.5570291777,0.4264705882,0.3815789474
S3_06_F3_hog__F1_color__F5_gist__LinearSVM_SGD,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,LinearSVM_SGD,8581,1839,0.640021751,0.6169112572,0.6166887566,0.6153134554,0.6403910057,0.6023193938,168.9862,0.0275,169.0137,"{""alpha"": 0.0003, ""average"": true, ""class_weight"": ""balanced"", ""learning_rate"": ""optimal""}",Maximum number of iteration reached before convergence. Consider increasing max_iter to improve the fit.,0.6991150442,0.7149321267,0.6666666667,0.6572769953,0.7169811321,0.750617284,0.8697183099,0.8247078464,0.6576923077,0.6345083488,0.4571428571,0.4238410596,0.49,0.5051546392,0.5416666667,0.5764966741,0.6267281106,0.6601941748,0.4411764706,0.4054054054
S3_06_F3_hog__F1_color__F5_gist__DecisionTree,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,DecisionTree,8581,1839,0.4622077216,0.4519709025,0.4684782631,0.4524077593,0.465790797,0.5357353561,5.8241,0.0067,5.8308,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": 0.6, ""min_samples_leaf"": 10}",,0.592920354,0.5560165975,0.5142857143,0.4843049327,0.4622641509,0.5117493473,0.6302816901,0.6427289048,0.3,0.3513513514,0.3571428571,0.2985074627,0.455,0.429245283,0.4166666667,0.4484304933,0.4562211982,0.4748201439,0.5,0.3269230769
S3_06_F3_hog__F1_color__F5_gist__RandomForest,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,RandomForest,8581,1839,0.6873300707,0.6944076076,0.6741083931,0.6779599133,0.6817561066,0.7111363129,10.6727,0.0681,10.7408,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 260}",,0.7876106195,0.7739130435,0.7428571429,0.7155963303,0.7735849057,0.7505720824,0.9154929577,0.7807807808,0.6692307692,0.6705202312,0.4285714286,0.5217391304,0.625,0.6009615385,0.5875,0.6409090909,0.6082949309,0.6633165829,0.6029411765,0.6612903226
S3_06_F3_hog__F1_color__F5_gist__XGBoost,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,XGBoost,8581,1839,0.7710712344,0.7759970446,0.7567948025,0.7645335152,0.7697585319,0.756239723,304.1753,0.0477,304.223,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.055, ""max_depth"": 5, ""n_estimators"": 360, ""reg_lambda"": 2.0, ""subsample"": 0.85}",,0.8407079646,0.8482142857,0.780952381,0.7961165049,0.8018867925,0.8133971292,0.9330985915,0.8983050847,0.75,0.7471264368,0.6,0.6292134831,0.76,0.7290167866,0.6708333333,0.6865671642,0.7834101382,0.7640449438,0.6470588235,0.7333333333
S3_06_F3_hog__F1_color__F5_gist__LightGBM,S3_06_F3_hog__F1_color__F5_gist,adaptive_candidate,F3_hog+F1_color+F5_gist,2867,LightGBM,8581,1839,0.7852093529,0.7839360559,0.7736946863,0.7782164265,0.7839813631,0.7880964775,223.1777,0.3071,223.4848,"{""class_weight"": null, ""colsample_bytree"": 0.75, ""learning_rate"": 0.05, ""max_depth"": -1, ""n_estimators"": 460, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.85}",,0.8584070796,0.8660714286,0.8,0.8,0.8113207547,0.8132387707,0.926056338,0.8930390492,0.8,0.7938931298,0.6214285714,0.6516853933,0.705,0.7085427136,0.7208333333,0.7284210526,0.7880184332,0.7772727273,0.7058823529,0.75
S3_07_F3_hog__F2_texture__F5_gist__LogisticRegression,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,LogisticRegression,8581,1839,0.580206634,0.5562731114,0.5691109414,0.5612367717,0.5804395572,0.6016017616,3.0558,0.0075,3.0633,"{""C"": 0.3, ""class_weight"": ""balanced""}",,0.6814159292,0.6390041494,0.6380952381,0.6118721461,0.5471698113,0.5497630332,0.8063380282,0.8049209139,0.5153846154,0.5234375,0.4,0.3916083916,0.485,0.5201072386,0.5333333333,0.5423728814,0.599078341,0.6088992974,0.4852941176,0.4203821656
S3_07_F3_hog__F2_texture__F5_gist__KNN,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,KNN,8581,1839,0.6030451332,0.5787165354,0.5854881405,0.5727774399,0.5990088578,0.5885959694,0.1508,5.1547,5.3055,"{""metric"": ""manhattan"", ""n_neighbors"": 9, ""weights"": ""distance""}",,0.796460177,0.6451612903,0.5428571429,0.4653061224,0.608490566,0.6042154567,0.911971831,0.7908396947,0.5038461538,0.5796460177,0.4857142857,0.4909747292,0.525,0.534351145,0.5333333333,0.5626373626,0.5207373272,0.6312849162,0.4264705882,0.4233576642
S3_07_F3_hog__F2_texture__F5_gist__LinearSVM_SGD,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,LinearSVM_SGD,8581,1839,0.5807504078,0.5640367792,0.5629622146,0.5610040898,0.5809436889,0.5957454368,115.5627,0.0158,115.5784,"{""alpha"": 0.0003, ""average"": true, ""class_weight"": ""balanced"", ""learning_rate"": ""optimal""}",Maximum number of iteration reached before convergence. Consider increasing max_iter to improve the fit.,0.7079646018,0.7174887892,0.6380952381,0.6036036036,0.5188679245,0.5729166667,0.8521126761,0.8120805369,0.5923076923,0.5661764706,0.3642857143,0.3366336634,0.405,0.4331550802,0.5291666667,0.5141700405,0.5806451613,0.6428571429,0.4411764706,0.4109589041
S3_07_F3_hog__F2_texture__F5_gist__DecisionTree,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,DecisionTree,8581,1839,0.4219684611,0.4090952241,0.4295205013,0.4116825609,0.4254353416,0.5157606405,5.0767,0.0038,5.0805,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": 0.6, ""min_samples_leaf"": 10}",,0.5044247788,0.4470588235,0.5428571429,0.4653061224,0.4386792453,0.4744897959,0.6091549296,0.6395563771,0.3153846154,0.3474576271,0.2928571429,0.2546583851,0.38,0.4130434783,0.3708333333,0.3700623701,0.3410138249,0.3718592965,0.5,0.3333333333
S3_07_F3_hog__F2_texture__F5_gist__RandomForest,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,RandomForest,8581,1839,0.624252311,0.6368734845,0.6074913606,0.610748577,0.6181600053,0.634835114,10.4471,0.0446,10.4918,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 260}",,0.7699115044,0.731092437,0.5904761905,0.5232067511,0.6320754717,0.6552567237,0.8978873239,0.7692307692,0.6,0.5909090909,0.35,0.4558139535,0.63,0.5637583893,0.5166666667,0.5649202733,0.5437788018,0.6098191214,0.5441176471,0.6434782609
S3_07_F3_hog__F2_texture__F5_gist__XGBoost,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,XGBoost,8581,1839,0.7264817836,0.7296451495,0.7109108713,0.7171398844,0.7238030869,0.7212637267,191.8652,0.0387,191.9039,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.055, ""max_depth"": 5, ""n_estimators"": 360, ""reg_lambda"": 2.0, ""subsample"": 0.85}",,0.8318584071,0.8209606987,0.7142857143,0.6976744186,0.7405660377,0.7476190476,0.9154929577,0.8710217755,0.6923076923,0.6666666667,0.4928571429,0.5609756098,0.715,0.6891566265,0.6333333333,0.6608695652,0.7557603687,0.7505720824,0.6176470588,0.7058823529
S3_07_F3_hog__F2_texture__F5_gist__LightGBM,S3_07_F3_hog__F2_texture__F5_gist,adaptive_candidate,F3_hog+F2_texture+F5_gist,1858,LightGBM,8581,1839,0.7302882001,0.7268913771,0.7108604251,0.7154586225,0.7271026654,0.7134119134,126.5314,0.2963,126.8277,"{""class_weight"": null, ""colsample_bytree"": 0.75, ""learning_rate"": 0.05, ""max_depth"": -1, ""n_estimators"": 460, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.85}",,0.8230088496,0.8157894737,0.7142857143,0.6849315068,0.7122641509,0.7312348668,0.9190140845,0.8817567568,0.7307692308,0.695970696,0.4642857143,0.5416666667,0.74,0.7047619048,0.6416666667,0.672489083,0.7603686636,0.7482993197,0.6029411765,0.6776859504
S3_08_F3_hog__F1_color__F2_texture__F5_gist__LogisticRegression,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,LogisticRegression,8581,1839,0.6416530723,0.6271954368,0.6373457591,0.6304092037,0.6441559825,0.6824107814,2.987,0.0115,2.9984,"{""C"": 0.3, ""class_weight"": ""balanced""}",,0.7256637168,0.7161572052,0.7333333333,0.7064220183,0.6839622642,0.7038834951,0.8169014085,0.8285714286,0.5653846154,0.5776031434,0.4928571429,0.4367088608,0.545,0.5782493369,0.6,0.5975103734,0.6221198157,0.6428571429,0.5882352941,0.5161290323
S3_08_F3_hog__F1_color__F2_texture__F5_gist__KNN,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,KNN,8581,1839,0.5785753127,0.5542086966,0.5653106507,0.5533914868,0.5723879621,0.6027536088,0.1756,6.2376,6.4133,"{""metric"": ""manhattan"", ""n_neighbors"": 9, ""weights"": ""distance""}",,0.7610619469,0.6825396825,0.5619047619,0.5042735043,0.6509433962,0.6388888889,0.8873239437,0.7912087912,0.45,0.5075921909,0.3428571429,0.3595505618,0.545,0.519047619,0.5125,0.5178947368,0.4562211982,0.5577464789,0.4852941176,0.4551724138
S3_08_F3_hog__F1_color__F2_texture__F5_gist__LinearSVM_SGD,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,LinearSVM_SGD,8581,1839,0.6661228929,0.642536219,0.6423017471,0.6409295965,0.6661263097,0.6126161969,115.7599,0.0178,115.7777,"{""alpha"": 0.0003, ""average"": true, ""class_weight"": ""balanced"", ""learning_rate"": ""optimal""}",Maximum number of iteration reached before convergence. Consider increasing max_iter to improve the fit.,0.7256637168,0.7288888889,0.6857142857,0.679245283,0.7075471698,0.7425742574,0.8873239437,0.8330578512,0.6538461538,0.6488549618,0.5428571429,0.4903225806,0.53,0.5608465608,0.6,0.6180257511,0.66359447,0.6990291262,0.4264705882,0.4084507042
S3_08_F3_hog__F1_color__F2_texture__F5_gist__DecisionTree,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,DecisionTree,8581,1839,0.4502446982,0.4358251245,0.4541810639,0.4374108581,0.4551187438,0.5226580898,5.8249,0.006,5.8309,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": 0.6, ""min_samples_leaf"": 10}",,0.5398230088,0.4860557769,0.5428571429,0.4672131148,0.4811320755,0.5151515152,0.6302816901,0.6580882353,0.3346153846,0.3686440678,0.3142857143,0.2626865672,0.415,0.4267352185,0.3791666667,0.432304038,0.4193548387,0.4272300469,0.4852941176,0.33
S3_08_F3_hog__F1_color__F2_texture__F5_gist__RandomForest,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,RandomForest,8581,1839,0.7036432844,0.715675584,0.6917538494,0.6978002472,0.6997405578,0.7241148377,6.5552,0.0323,6.5875,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 260}",,0.7876106195,0.798206278,0.7523809524,0.7053571429,0.7735849057,0.7488584475,0.911971831,0.7981510015,0.7038461538,0.7079303675,0.4785714286,0.570212766,0.645,0.609929078,0.5916666667,0.6353467562,0.6405529954,0.6932668329,0.6323529412,0.7107438017
S3_08_F3_hog__F1_color__F2_texture__F5_gist__XGBoost,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,XGBoost,8581,1839,0.7868406743,0.7936199829,0.7781031549,0.7844586364,0.7858840533,0.8003453889,277.895,0.0433,277.9383,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.055, ""max_depth"": 5, ""n_estimators"": 360, ""reg_lambda"": 2.0, ""subsample"": 0.85}",,0.8761061947,0.8684210526,0.819047619,0.8229665072,0.8018867925,0.8133971292,0.9225352113,0.9018932874,0.7807692308,0.7631578947,0.6142857143,0.6441947566,0.785,0.7639902676,0.6875,0.7006369427,0.7880184332,0.7790432802,0.7058823529,0.7868852459
S3_08_F3_hog__F1_color__F2_texture__F5_gist__LightGBM,S3_08_F3_hog__F1_color__F2_texture__F5_gist,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist,2897,LightGBM,8581,1839,0.8009787928,0.8026696317,0.78870551,0.7947198122,0.7995843757,0.7963977922,153.1688,0.2483,153.4171,"{""class_weight"": null, ""colsample_bytree"": 0.75, ""learning_rate"": 0.05, ""max_depth"": -1, ""n_estimators"": 460, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.85}",,0.8495575221,0.8571428571,0.819047619,0.8269230769,0.8301886792,0.8321513002,0.9401408451,0.9050847458,0.7884615385,0.7765151515,0.6142857143,0.6615384615,0.785,0.783042394,0.7333333333,0.7394957983,0.8064516129,0.7936507937,0.7205882353,0.7716535433
S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof__LogisticRegression,S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist+F6_bof,3153,LogisticRegression,8581,1839,0.6840674279,0.6631329405,0.6774424459,0.668766844,0.6855956519,0.7118105649,2.5174,0.0138,2.5312,"{""C"": 0.3, ""class_weight"": ""balanced""}",,0.7610619469,0.7445887446,0.7714285714,0.7264573991,0.7028301887,0.7268292683,0.8556338028,0.8647686833,0.6192307692,0.6338582677,0.5214285714,0.4982935154,0.655,0.645320197,0.6166666667,0.629787234,0.668202765,0.692124105,0.6029411765,0.5256410256
S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof__KNN,S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist+F6_bof,3153,KNN,8581,1839,0.5812941816,0.5548528892,0.5673524681,0.555139468,0.5749440659,0.6025288582,0.2012,6.4015,6.6027,"{""metric"": ""manhattan"", ""n_neighbors"": 9, ""weights"": ""distance""}",,0.7699115044,0.6877470356,0.5523809524,0.4978540773,0.6556603774,0.6450116009,0.8978873239,0.8031496063,0.4461538462,0.5076586433,0.3428571429,0.3636363636,0.545,0.5202863962,0.5083333333,0.510460251,0.4700460829,0.5635359116,0.4852941176,0.4520547945
S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof__LinearSVM_SGD,S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist+F6_bof,3153,LinearSVM_SGD,8581,1839,0.7079934747,0.6881230868,0.6899322391,0.6881327867,0.707276346,0.686626509,119.6749,0.0267,119.7016,"{""alpha"": 0.0003, ""average"": true, ""class_weight"": ""balanced"", ""learning_rate"": ""optimal""}",Maximum number of iteration reached before convergence. Consider increasing max_iter to improve the fit.,0.7876106195,0.798206278,0.7428571429,0.7222222222,0.7264150943,0.7586206897,0.9049295775,0.8495867769,0.6769230769,0.6984126984,0.5357142857,0.5434782609,0.645,0.6417910448,0.65,0.6486486486,0.7004608295,0.7238095238,0.5294117647,0.4965517241
S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof__DecisionTree,S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist+F6_bof,3153,DecisionTree,8581,1839,0.4540511147,0.4454801259,0.4771404886,0.4531256742,0.4531347148,0.6255199425,6.7767,0.0192,6.7959,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": 0.6, ""min_samples_leaf"": 10}",,0.6017699115,0.5190839695,0.6571428571,0.6026200873,0.4622641509,0.5064599483,0.6514084507,0.6618962433,0.3307692308,0.3698924731,0.3857142857,0.3262839879,0.375,0.3768844221,0.3625,0.3849557522,0.3271889401,0.3567839196,0.6176470588,0.4263959391
S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof__RandomForest,S3_09_F3_hog__F1_color__F2_texture__F5_gist__F6_bof,adaptive_candidate,F3_hog+F1_color+F2_texture+F5_gist+F6_bof,3153,RandomForest,8581,1839,0.7096247961,0.726228973,0.697239876,0.704681379,0.7053345302,0.7221627294,7.1301,0.0346,7.1647,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 260}",,0.796460177,0.8035714286,0.7523809524,0.7214611872,0.7877358491,0.7522522523,0.9366197183,0.8048411498,0.6923076923,0.679245283,0.5142857143,0.5950413223,0.675,0.6428571429,0.5916666667,0.6469248292,0.6082949309,0.6947368421,0.6176470588,0.7058823529
