model_id,split,true_label,predicted_label,count
lgbm_anchor_c11_sqrt,test,paper,metal,1
lgbm_anchor_c11_sqrt,test,paper,paper,162
lgbm_anchor_c11_sqrt,test,paper,plastic,4
lgbm_anchor_c11_sqrt,test,paper,shoes,9
lgbm_anchor_c11_sqrt,test,paper,trash,0
lgbm_anchor_c11_sqrt,test,plastic,battery,4
lgbm_anchor_c11_sqrt,test,plastic,biological,3
lgbm_anchor_c11_sqrt,test,plastic,cardboard,8
lgbm_anchor_c11_sqrt,test,plastic,clothes,5
lgbm_anchor_c11_sqrt,test,plastic,glass,19
lgbm_anchor_c11_sqrt,test,plastic,metal,9
lgbm_anchor_c11_sqrt,test,plastic,paper,12
lgbm_anchor_c11_sqrt,test,plastic,plastic,176
lgbm_anchor_c11_sqrt,test,plastic,shoes,2
lgbm_anchor_c11_sqrt,test,plastic,trash,2
lgbm_anchor_c11_sqrt,test,shoes,battery,2
lgbm_anchor_c11_sqrt,test,shoes,biological,4
lgbm_anchor_c11_sqrt,test,shoes,cardboard,2
lgbm_anchor_c11_sqrt,test,shoes,clothes,7
lgbm_anchor_c11_sqrt,test,shoes,glass,1
lgbm_anchor_c11_sqrt,test,shoes,metal,5
lgbm_anchor_c11_sqrt,test,shoes,paper,8
lgbm_anchor_c11_sqrt,test,shoes,plastic,4
lgbm_anchor_c11_sqrt,test,shoes,shoes,184
lgbm_anchor_c11_sqrt,test,shoes,trash,0
lgbm_anchor_c11_sqrt,test,trash,battery,2
lgbm_anchor_c11_sqrt,test,trash,biological,0
lgbm_anchor_c11_sqrt,test,trash,cardboard,1
lgbm_anchor_c11_sqrt,test,trash,clothes,1
lgbm_anchor_c11_sqrt,test,trash,glass,6
lgbm_anchor_c11_sqrt,test,trash,metal,7
lgbm_anchor_c11_sqrt,test,trash,paper,2
lgbm_anchor_c11_sqrt,test,trash,plastic,7
lgbm_anchor_c11_sqrt,test,trash,shoes,3
lgbm_anchor_c11_sqrt,test,trash,trash,39
final_stack_small_plus_lgbm_anchor,test,battery,battery,93
final_stack_small_plus_lgbm_anchor,test,battery,biological,0
final_stack_small_plus_lgbm_anchor,test,battery,cardboard,3
final_stack_small_plus_lgbm_anchor,test,battery,clothes,0
final_stack_small_plus_lgbm_anchor,test,battery,glass,7
final_stack_small_plus_lgbm_anchor,test,battery,metal,6
final_stack_small_plus_lgbm_anchor,test,battery,paper,1
final_stack_small_plus_lgbm_anchor,test,battery,plastic,0
final_stack_small_plus_lgbm_anchor,test,battery,shoes,2
final_stack_small_plus_lgbm_anchor,test,battery,trash,1
final_stack_small_plus_lgbm_anchor,test,biological,battery,0
final_stack_small_plus_lgbm_anchor,test,biological,biological,84
final_stack_small_plus_lgbm_anchor,test,biological,cardboard,0
final_stack_small_plus_lgbm_anchor,test,biological,clothes,2
final_stack_small_plus_lgbm_anchor,test,biological,glass,3
final_stack_small_plus_lgbm_anchor,test,biological,metal,2
final_stack_small_plus_lgbm_anchor,test,biological,paper,6
final_stack_small_plus_lgbm_anchor,test,biological,plastic,4
final_stack_small_plus_lgbm_anchor,test,biological,shoes,2
final_stack_small_plus_lgbm_anchor,test,biological,trash,2
final_stack_small_plus_lgbm_anchor,test,cardboard,battery,0
final_stack_small_plus_lgbm_anchor,test,cardboard,biological,3
final_stack_small_plus_lgbm_anchor,test,cardboard,cardboard,176
final_stack_small_plus_lgbm_anchor,test,cardboard,clothes,3
final_stack_small_plus_lgbm_anchor,test,cardboard,glass,2
final_stack_small_plus_lgbm_anchor,test,cardboard,metal,5
final_stack_small_plus_lgbm_anchor,test,cardboard,paper,5
final_stack_small_plus_lgbm_anchor,test,cardboard,plastic,13
final_stack_small_plus_lgbm_anchor,test,cardboard,shoes,5
final_stack_small_plus_lgbm_anchor,test,cardboard,trash,0
final_stack_small_plus_lgbm_anchor,test,clothes,battery,1
final_stack_small_plus_lgbm_anchor,test,clothes,biological,1
final_stack_small_plus_lgbm_anchor,test,clothes,cardboard,2
final_stack_small_plus_lgbm_anchor,test,clothes,clothes,268
final_stack_small_plus_lgbm_anchor,test,clothes,glass,0
final_stack_small_plus_lgbm_anchor,test,clothes,metal,1
final_stack_small_plus_lgbm_anchor,test,clothes,paper,1
final_stack_small_plus_lgbm_anchor,test,clothes,plastic,3
final_stack_small_plus_lgbm_anchor,test,clothes,shoes,7
final_stack_small_plus_lgbm_anchor,test,clothes,trash,0
final_stack_small_plus_lgbm_anchor,test,glass,battery,2
final_stack_small_plus_lgbm_anchor,test,glass,biological,4
final_stack_small_plus_lgbm_anchor,test,glass,cardboard,3
final_stack_small_plus_lgbm_anchor,test,glass,clothes,1
final_stack_small_plus_lgbm_anchor,test,glass,glass,219
final_stack_small_plus_lgbm_anchor,test,glass,metal,3
final_stack_small_plus_lgbm_anchor,test,glass,paper,3
final_stack_small_plus_lgbm_anchor,test,glass,plastic,15
final_stack_small_plus_lgbm_anchor,test,glass,shoes,9
final_stack_small_plus_lgbm_anchor,test,glass,trash,1
final_stack_small_plus_lgbm_anchor,test,metal,battery,5
final_stack_small_plus_lgbm_anchor,test,metal,biological,1
final_stack_small_plus_lgbm_anchor,test,metal,cardboard,7
final_stack_small_plus_lgbm_anchor,test,metal,clothes,1
final_stack_small_plus_lgbm_anchor,test,metal,glass,4
final_stack_small_plus_lgbm_anchor,test,metal,metal,110
final_stack_small_plus_lgbm_anchor,test,metal,paper,4
final_stack_small_plus_lgbm_anchor,test,metal,plastic,5
final_stack_small_plus_lgbm_anchor,test,metal,shoes,3
final_stack_small_plus_lgbm_anchor,test,metal,trash,0
final_stack_small_plus_lgbm_anchor,test,paper,battery,1
final_stack_small_plus_lgbm_anchor,test,paper,biological,2
final_stack_small_plus_lgbm_anchor,test,paper,cardboard,6
final_stack_small_plus_lgbm_anchor,test,paper,clothes,7
final_stack_small_plus_lgbm_anchor,test,paper,glass,4
final_stack_small_plus_lgbm_anchor,test,paper,metal,1
final_stack_small_plus_lgbm_anchor,test,paper,paper,164
final_stack_small_plus_lgbm_anchor,test,paper,plastic,5
final_stack_small_plus_lgbm_anchor,test,paper,shoes,9
final_stack_small_plus_lgbm_anchor,test,paper,trash,1
final_stack_small_plus_lgbm_anchor,test,plastic,battery,7
final_stack_small_plus_lgbm_anchor,test,plastic,biological,2
final_stack_small_plus_lgbm_anchor,test,plastic,cardboard,8
final_stack_small_plus_lgbm_anchor,test,plastic,clothes,4
final_stack_small_plus_lgbm_anchor,test,plastic,glass,24
final_stack_small_plus_lgbm_anchor,test,plastic,metal,8
final_stack_small_plus_lgbm_anchor,test,plastic,paper,8
final_stack_small_plus_lgbm_anchor,test,plastic,plastic,176
final_stack_small_plus_lgbm_anchor,test,plastic,shoes,1
final_stack_small_plus_lgbm_anchor,test,plastic,trash,2
final_stack_small_plus_lgbm_anchor,test,shoes,battery,2
final_stack_small_plus_lgbm_anchor,test,shoes,biological,4
final_stack_small_plus_lgbm_anchor,test,shoes,cardboard,0
final_stack_small_plus_lgbm_anchor,test,shoes,clothes,8
final_stack_small_plus_lgbm_anchor,test,shoes,glass,2
final_stack_small_plus_lgbm_anchor,test,shoes,metal,6
final_stack_small_plus_lgbm_anchor,test,shoes,paper,8
final_stack_small_plus_lgbm_anchor,test,shoes,plastic,3
final_stack_small_plus_lgbm_anchor,test,shoes,shoes,184
final_stack_small_plus_lgbm_anchor,test,shoes,trash,0
final_stack_small_plus_lgbm_anchor,test,trash,battery,2
final_stack_small_plus_lgbm_anchor,test,trash,biological,0
final_stack_small_plus_lgbm_anchor,test,trash,cardboard,2
final_stack_small_plus_lgbm_anchor,test,trash,clothes,1
final_stack_small_plus_lgbm_anchor,test,trash,glass,4
final_stack_small_plus_lgbm_anchor,test,trash,metal,8
final_stack_small_plus_lgbm_anchor,test,trash,paper,3
final_stack_small_plus_lgbm_anchor,test,trash,plastic,5
final_stack_small_plus_lgbm_anchor,test,trash,shoes,2
final_stack_small_plus_lgbm_anchor,test,trash,trash,41
final_stack_small_only,test,battery,battery,88
final_stack_small_only,test,battery,biological,0
final_stack_small_only,test,battery,cardboard,2
final_stack_small_only,test,battery,clothes,0
final_stack_small_only,test,battery,glass,5
final_stack_small_only,test,battery,metal,8
final_stack_small_only,test,battery,paper,2
final_stack_small_only,test,battery,plastic,1
final_stack_small_only,test,battery,shoes,6
final_stack_small_only,test,battery,trash,1
final_stack_small_only,test,biological,battery,0
final_stack_small_only,test,biological,biological,83
final_stack_small_only,test,biological,cardboard,0
final_stack_small_only,test,biological,clothes,2
final_stack_small_only,test,biological,glass,3
final_stack_small_only,test,biological,metal,3
final_stack_small_only,test,biological,paper,5
final_stack_small_only,test,biological,plastic,3
final_stack_small_only,test,biological,shoes,3
final_stack_small_only,test,biological,trash,3
final_stack_small_only,test,cardboard,battery,1
final_stack_small_only,test,cardboard,biological,4
final_stack_small_only,test,cardboard,cardboard,177
final_stack_small_only,test,cardboard,clothes,2
final_stack_small_only,test,cardboard,glass,2
final_stack_small_only,test,cardboard,metal,2
final_stack_small_only,test,cardboard,paper,4
final_stack_small_only,test,cardboard,plastic,15
final_stack_small_only,test,cardboard,shoes,5
final_stack_small_only,test,cardboard,trash,0
final_stack_small_only,test,clothes,battery,0
final_stack_small_only,test,clothes,biological,1
final_stack_small_only,test,clothes,cardboard,2
final_stack_small_only,test,clothes,clothes,266
final_stack_small_only,test,clothes,glass,0
final_stack_small_only,test,clothes,metal,2
final_stack_small_only,test,clothes,paper,2
final_stack_small_only,test,clothes,plastic,4
final_stack_small_only,test,clothes,shoes,7
final_stack_small_only,test,clothes,trash,0
final_stack_small_only,test,glass,battery,3
final_stack_small_only,test,glass,biological,5
final_stack_small_only,test,glass,cardboard,2
final_stack_small_only,test,glass,clothes,1
final_stack_small_only,test,glass,glass,216
final_stack_small_only,test,glass,metal,3
final_stack_small_only,test,glass,paper,2
final_stack_small_only,test,glass,plastic,14
final_stack_small_only,test,glass,shoes,11
final_stack_small_only,test,glass,trash,3
final_stack_small_only,test,metal,battery,7
final_stack_small_only,test,metal,biological,0
final_stack_small_only,test,metal,cardboard,5
final_stack_small_only,test,metal,clothes,1
final_stack_small_only,test,metal,glass,3
final_stack_small_only,test,metal,metal,111
final_stack_small_only,test,metal,paper,2
final_stack_small_only,test,metal,plastic,6
final_stack_small_only,test,metal,shoes,5
final_stack_small_only,test,metal,trash,0
final_stack_small_only,test,paper,battery,1
final_stack_small_only,test,paper,biological,2
final_stack_small_only,test,paper,cardboard,8
final_stack_small_only,test,paper,clothes,9
final_stack_small_only,test,paper,glass,2
final_stack_small_only,test,paper,metal,1
final_stack_small_only,test,paper,paper,159
final_stack_small_only,test,paper,plastic,7
final_stack_small_only,test,paper,shoes,10
final_stack_small_only,test,paper,trash,1
final_stack_small_only,test,plastic,battery,7
final_stack_small_only,test,plastic,biological,3
final_stack_small_only,test,plastic,cardboard,7
final_stack_small_only,test,plastic,clothes,6
final_stack_small_only,test,plastic,glass,19
final_stack_small_only,test,plastic,metal,12
final_stack_small_only,test,plastic,paper,6
final_stack_small_only,test,plastic,plastic,176
final_stack_small_only,test,plastic,shoes,1
final_stack_small_only,test,plastic,trash,3
final_stack_small_only,test,shoes,battery,6
final_stack_small_only,test,shoes,biological,4
final_stack_small_only,test,shoes,cardboard,0
final_stack_small_only,test,shoes,clothes,7
final_stack_small_only,test,shoes,glass,3
final_stack_small_only,test,shoes,metal,5
final_stack_small_only,test,shoes,paper,7
final_stack_small_only,test,shoes,plastic,4
final_stack_small_only,test,shoes,shoes,181
final_stack_small_only,test,shoes,trash,0
final_stack_small_only,test,trash,battery,3
final_stack_small_only,test,trash,biological,0
final_stack_small_only,test,trash,cardboard,2
final_stack_small_only,test,trash,clothes,1
final_stack_small_only,test,trash,glass,1
final_stack_small_only,test,trash,metal,5
final_stack_small_only,test,trash,paper,1
final_stack_small_only,test,trash,plastic,7
final_stack_small_only,test,trash,shoes,2
final_stack_small_only,test,trash,trash,46
final_avg_small_plus_lgbm_anchor_proba,test,battery,battery,90
final_avg_small_plus_lgbm_anchor_proba,test,battery,biological,1
final_avg_small_plus_lgbm_anchor_proba,test,battery,cardboard,2
final_avg_small_plus_lgbm_anchor_proba,test,battery,clothes,0
final_avg_small_plus_lgbm_anchor_proba,test,battery,glass,6
final_avg_small_plus_lgbm_anchor_proba,test,battery,metal,5
final_avg_small_plus_lgbm_anchor_proba,test,battery,paper,1
final_avg_small_plus_lgbm_anchor_proba,test,battery,plastic,3
final_avg_small_plus_lgbm_anchor_proba,test,battery,shoes,4
final_avg_small_plus_lgbm_anchor_proba,test,battery,trash,1
final_avg_small_plus_lgbm_anchor_proba,test,biological,battery,0
final_avg_small_plus_lgbm_anchor_proba,test,biological,biological,86
final_avg_small_plus_lgbm_anchor_proba,test,biological,cardboard,1
final_avg_small_plus_lgbm_anchor_proba,test,biological,clothes,2
final_avg_small_plus_lgbm_anchor_proba,test,biological,glass,1
final_avg_small_plus_lgbm_anchor_proba,test,biological,metal,2
final_avg_small_plus_lgbm_anchor_proba,test,biological,paper,5
final_avg_small_plus_lgbm_anchor_proba,test,biological,plastic,4
final_avg_small_plus_lgbm_anchor_proba,test,biological,shoes,1
final_avg_small_plus_lgbm_anchor_proba,test,biological,trash,3
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,battery,1
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,biological,3
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,cardboard,177
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,clothes,3
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,glass,2
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,metal,2
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,paper,4
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,plastic,13
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,shoes,7
final_avg_small_plus_lgbm_anchor_proba,test,cardboard,trash,0
final_avg_small_plus_lgbm_anchor_proba,test,clothes,battery,0
final_avg_small_plus_lgbm_anchor_proba,test,clothes,biological,1
final_avg_small_plus_lgbm_anchor_proba,test,clothes,cardboard,1
final_avg_small_plus_lgbm_anchor_proba,test,clothes,clothes,271
final_avg_small_plus_lgbm_anchor_proba,test,clothes,glass,0
final_avg_small_plus_lgbm_anchor_proba,test,clothes,metal,1
final_avg_small_plus_lgbm_anchor_proba,test,clothes,paper,3
final_avg_small_plus_lgbm_anchor_proba,test,clothes,plastic,1
final_avg_small_plus_lgbm_anchor_proba,test,clothes,shoes,5
final_avg_small_plus_lgbm_anchor_proba,test,clothes,trash,1
final_avg_small_plus_lgbm_anchor_proba,test,glass,battery,0
final_avg_small_plus_lgbm_anchor_proba,test,glass,biological,4
final_avg_small_plus_lgbm_anchor_proba,test,glass,cardboard,5
final_avg_small_plus_lgbm_anchor_proba,test,glass,clothes,2
final_avg_small_plus_lgbm_anchor_proba,test,glass,glass,214
final_avg_small_plus_lgbm_anchor_proba,test,glass,metal,2
final_avg_small_plus_lgbm_anchor_proba,test,glass,paper,2
final_avg_small_plus_lgbm_anchor_proba,test,glass,plastic,20
final_avg_small_plus_lgbm_anchor_proba,test,glass,shoes,11
final_avg_small_plus_lgbm_anchor_proba,test,glass,trash,0
final_avg_small_plus_lgbm_anchor_proba,test,metal,battery,6
final_avg_small_plus_lgbm_anchor_proba,test,metal,biological,1
final_avg_small_plus_lgbm_anchor_proba,test,metal,cardboard,6
final_avg_small_plus_lgbm_anchor_proba,test,metal,clothes,5
final_avg_small_plus_lgbm_anchor_proba,test,metal,glass,7
final_avg_small_plus_lgbm_anchor_proba,test,metal,metal,97
final_avg_small_plus_lgbm_anchor_proba,test,metal,paper,4
final_avg_small_plus_lgbm_anchor_proba,test,metal,plastic,8
final_avg_small_plus_lgbm_anchor_proba,test,metal,shoes,6
final_avg_small_plus_lgbm_anchor_proba,test,metal,trash,0
final_avg_small_plus_lgbm_anchor_proba,test,paper,battery,1
final_avg_small_plus_lgbm_anchor_proba,test,paper,biological,3
final_avg_small_plus_lgbm_anchor_proba,test,paper,cardboard,6
final_avg_small_plus_lgbm_anchor_proba,test,paper,clothes,7
final_avg_small_plus_lgbm_anchor_proba,test,paper,glass,3
final_avg_small_plus_lgbm_anchor_proba,test,paper,metal,0
final_avg_small_plus_lgbm_anchor_proba,test,paper,paper,164
final_avg_small_plus_lgbm_anchor_proba,test,paper,plastic,6
final_avg_small_plus_lgbm_anchor_proba,test,paper,shoes,9
final_avg_small_plus_lgbm_anchor_proba,test,paper,trash,1
final_avg_small_plus_lgbm_anchor_proba,test,plastic,battery,4
final_avg_small_plus_lgbm_anchor_proba,test,plastic,biological,3
final_avg_small_plus_lgbm_anchor_proba,test,plastic,cardboard,5
final_avg_small_plus_lgbm_anchor_proba,test,plastic,clothes,11
final_avg_small_plus_lgbm_anchor_proba,test,plastic,glass,18
final_avg_small_plus_lgbm_anchor_proba,test,plastic,metal,8
final_avg_small_plus_lgbm_anchor_proba,test,plastic,paper,8
final_avg_small_plus_lgbm_anchor_proba,test,plastic,plastic,179
final_avg_small_plus_lgbm_anchor_proba,test,plastic,shoes,2
final_avg_small_plus_lgbm_anchor_proba,test,plastic,trash,2
final_avg_small_plus_lgbm_anchor_proba,test,shoes,battery,4
final_avg_small_plus_lgbm_anchor_proba,test,shoes,biological,4
final_avg_small_plus_lgbm_anchor_proba,test,shoes,cardboard,0
final_avg_small_plus_lgbm_anchor_proba,test,shoes,clothes,8
final_avg_small_plus_lgbm_anchor_proba,test,shoes,glass,3
final_avg_small_plus_lgbm_anchor_proba,test,shoes,metal,2
final_avg_small_plus_lgbm_anchor_proba,test,shoes,paper,8
final_avg_small_plus_lgbm_anchor_proba,test,shoes,plastic,4
final_avg_small_plus_lgbm_anchor_proba,test,shoes,shoes,183
final_avg_small_plus_lgbm_anchor_proba,test,shoes,trash,1
final_avg_small_plus_lgbm_anchor_proba,test,trash,battery,3
final_avg_small_plus_lgbm_anchor_proba,test,trash,biological,0
final_avg_small_plus_lgbm_anchor_proba,test,trash,cardboard,2
final_avg_small_plus_lgbm_anchor_proba,test,trash,clothes,1
final_avg_small_plus_lgbm_anchor_proba,test,trash,glass,5
final_avg_small_plus_lgbm_anchor_proba,test,trash,metal,5
final_avg_small_plus_lgbm_anchor_proba,test,trash,paper,3
final_avg_small_plus_lgbm_anchor_proba,test,trash,plastic,5
final_avg_small_plus_lgbm_anchor_proba,test,trash,shoes,2
final_avg_small_plus_lgbm_anchor_proba,test,trash,trash,42
final_avg_small_proba,test,battery,battery,86
final_avg_small_proba,test,battery,biological,1
final_avg_small_proba,test,battery,cardboard,3
final_avg_small_proba,test,battery,clothes,0
final_avg_small_proba,test,battery,glass,5
final_avg_small_proba,test,battery,metal,5
final_avg_small_proba,test,battery,paper,2
final_avg_small_proba,test,battery,plastic,5
final_avg_small_proba,test,battery,shoes,5
final_avg_small_proba,test,battery,trash,1
final_avg_small_proba,test,biological,battery,0
final_avg_small_proba,test,biological,biological,85
final_avg_small_proba,test,biological,cardboard,2
final_avg_small_proba,test,biological,clothes,2
final_avg_small_proba,test,biological,glass,1
final_avg_small_proba,test,biological,metal,1
final_avg_small_proba,test,biological,paper,5
final_avg_small_proba,test,biological,plastic,3
final_avg_small_proba,test,biological,shoes,2
final_avg_small_proba,test,biological,trash,4
final_avg_small_proba,test,cardboard,battery,1
final_avg_small_proba,test,cardboard,biological,5
final_avg_small_proba,test,cardboard,cardboard,173
final_avg_small_proba,test,cardboard,clothes,4
final_avg_small_proba,test,cardboard,glass,4
final_avg_small_proba,test,cardboard,metal,3
final_avg_small_proba,test,cardboard,paper,5
final_avg_small_proba,test,cardboard,plastic,11
final_avg_small_proba,test,cardboard,shoes,6
final_avg_small_proba,test,cardboard,trash,0
final_avg_small_proba,test,clothes,battery,0
final_avg_small_proba,test,clothes,biological,1
final_avg_small_proba,test,clothes,cardboard,1
final_avg_small_proba,test,clothes,clothes,267
final_avg_small_proba,test,clothes,glass,0
final_avg_small_proba,test,clothes,metal,2
final_avg_small_proba,test,clothes,paper,6
final_avg_small_proba,test,clothes,plastic,2
final_avg_small_proba,test,clothes,shoes,4
final_avg_small_proba,test,clothes,trash,1
final_avg_small_proba,test,glass,battery,1
final_avg_small_proba,test,glass,biological,6
final_avg_small_proba,test,glass,cardboard,5
final_avg_small_proba,test,glass,clothes,3
final_avg_small_proba,test,glass,glass,207
final_avg_small_proba,test,glass,metal,2
final_avg_small_proba,test,glass,paper,3
final_avg_small_proba,test,glass,plastic,21
final_avg_small_proba,test,glass,shoes,12
final_avg_small_proba,test,glass,trash,0
final_avg_small_proba,test,metal,battery,6
final_avg_small_proba,test,metal,biological,0
final_avg_small_proba,test,metal,cardboard,7
final_avg_small_proba,test,metal,clothes,3
final_avg_small_proba,test,metal,glass,11
final_avg_small_proba,test,metal,metal,91
final_avg_small_proba,test,metal,paper,3
final_avg_small_proba,test,metal,plastic,9
final_avg_small_proba,test,metal,shoes,7
final_avg_small_proba,test,metal,trash,3
final_avg_small_proba,test,paper,battery,1
final_avg_small_proba,test,paper,biological,4
final_avg_small_proba,test,paper,cardboard,6
final_avg_small_proba,test,paper,clothes,7
final_avg_small_proba,test,paper,glass,4
final_avg_small_proba,test,paper,metal,1
final_avg_small_proba,test,paper,paper,159
final_avg_small_proba,test,paper,plastic,7
final_avg_small_proba,test,paper,shoes,7
final_avg_small_proba,test,paper,trash,4
final_avg_small_proba,test,plastic,battery,4
final_avg_small_proba,test,plastic,biological,3
final_avg_small_proba,test,plastic,cardboard,6
final_avg_small_proba,test,plastic,clothes,12
final_avg_small_proba,test,plastic,glass,20
final_avg_small_proba,test,plastic,metal,8
final_avg_small_proba,test,plastic,paper,9
final_avg_small_proba,test,plastic,plastic,174
final_avg_small_proba,test,plastic,shoes,2
final_avg_small_proba,test,plastic,trash,2
final_avg_small_proba,test,shoes,battery,4
final_avg_small_proba,test,shoes,biological,4
final_avg_small_proba,test,shoes,cardboard,0
final_avg_small_proba,test,shoes,clothes,15
final_avg_small_proba,test,shoes,glass,6
final_avg_small_proba,test,shoes,metal,6
final_avg_small_proba,test,shoes,paper,9
final_avg_small_proba,test,shoes,plastic,5
final_avg_small_proba,test,shoes,shoes,166
final_avg_small_proba,test,shoes,trash,2
final_avg_small_proba,test,trash,battery,3
final_avg_small_proba,test,trash,biological,1
final_avg_small_proba,test,trash,cardboard,4
final_avg_small_proba,test,trash,clothes,2
final_avg_small_proba,test,trash,glass,4
final_avg_small_proba,test,trash,metal,4
final_avg_small_proba,test,trash,paper,3
final_avg_small_proba,test,trash,plastic,6
final_avg_small_proba,test,trash,shoes,2
final_avg_small_proba,test,trash,trash,39
