candidate_id,source_short,model_label,split,true_label,predicted_label,count
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,battery,1
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,biological,1
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,cardboard,15
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,clothes,20
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,glass,23
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,metal,15
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,paper,18
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,plastic,135
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,shoes,5
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,plastic,trash,7
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,battery,16
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,biological,14
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,cardboard,7
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,clothes,21
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,glass,5
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,metal,9
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,paper,9
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,plastic,4
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,shoes,130
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,shoes,trash,2
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,trash,biological,2
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,trash,cardboard,1
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,trash,clothes,1
nguyen_2026_handcrafted_xgboost,Nguyen et al. 2026,XGBoost,validation,trash,glass,2
